first_name,last_name,email,city,rental_id,rental_date,return_date,payment_id,amount,rental_duration,full_name
Jim,Rea,jim.rea@sakilacustomer.org,El Fuerte,11381,2005-08-02 18:19:29,2005-08-08 20:39:29,12181,6.99,6,Jim Rea
Dale,Ratcliff,dale.ratcliff@sakilacustomer.org,Rustenburg,11382,2005-08-02 18:20:52,2005-08-07 17:06:52,11022,5.99,5,Dale Ratcliff
Micheal,Forman,micheal.forman@sakilacustomer.org,Escobar,11383,2005-08-02 18:22:05,2005-08-11 17:18:05,12014,7.99,9,Micheal Forman
Arlene,Harvey,arlene.harvey@sakilacustomer.org,Ambattur,11384,2005-08-02 18:23:01,2005-08-05 17:59:01,6085,0.99,3,Arlene Harvey
Laurie,Lawrence,laurie.lawrence@sakilacustomer.org,Firozabad,11385,2005-08-02 18:23:11,2005-08-06 12:37:11,5210,4.99,4,Laurie Lawrence
Ida,Andrews,ida.andrews@sakilacustomer.org,Luziânia,11386,2005-08-02 18:24:03,2005-08-06 21:22:03,4991,2.99,4,Ida Andrews
Herman,Devore,herman.devore@sakilacustomer.org,Mwanza,11387,2005-08-02 18:32:38,2005-08-07 19:08:38,12998,2.99,5,Herman Devore
Fred,Wheat,fred.wheat@sakilacustomer.org,Juárez,11388,2005-08-02 18:35:55,2005-08-09 21:56:55,9996,1.99,7,Fred Wheat
Leah,Curtis,leah.curtis@sakilacustomer.org,Kalisz,11389,2005-08-02 18:39:12,2005-08-03 23:23:12,7320,2.99,1,Leah Curtis
Shelly,Watts,shelly.watts@sakilacustomer.org,Dayton,11390,2005-08-02 18:39:16,2005-08-04 21:43:16,7972,2.99,2,Shelly Watts
Mike,Way,mike.way@sakilacustomer.org,Valparai,11391,2005-08-02 18:40:12,2005-08-10 15:55:12,10900,9.99,8,Mike Way
Jamie,Rice,jamie.rice@sakilacustomer.org,Sterling Heights,11392,2005-08-02 18:41:11,2005-08-11 21:41:11,3968,5.99,9,Jamie Rice
Ruben,Geary,ruben.geary@sakilacustomer.org,Lublin,11393,2005-08-02 18:44:29,2005-08-11 23:58:29,13504,4.99,9,Ruben Geary
Marsha,Douglas,marsha.douglas@sakilacustomer.org,Beira,11394,2005-08-02 18:44:45,2005-08-06 22:51:45,6943,0.99,4,Marsha Douglas
Arlene,Harvey,arlene.harvey@sakilacustomer.org,Ambattur,11395,2005-08-02 18:47:44,2005-08-10 17:07:44,6086,5.99,8,Arlene Harvey
Cheryl,Murphy,cheryl.murphy@sakilacustomer.org,Mysore,11396,2005-08-02 18:48:29,2005-08-04 16:05:29,1637,4.99,2,Cheryl Murphy
Gordon,Allard,gordon.allard@sakilacustomer.org,Hodeida,11397,2005-08-02 18:53:14,2005-08-09 18:09:14,12713,1.99,7,Gordon Allard
Jennifer,Davis,jennifer.davis@sakilacustomer.org,Laredo,11398,2005-08-02 18:55:15,2005-08-10 19:50:15,164,3.99,8,Jennifer Davis
Jaime,Nettles,jaime.nettles@sakilacustomer.org,Huánuco,11399,2005-08-02 18:56:28,2005-08-11 23:19:28,15145,3.99,9,Jaime Nettles
Margaret,Moore,margaret.moore@sakilacustomer.org,Masqat,11400,2005-08-02 19:00:52,2005-08-09 19:45:52,247,5.99,7,Margaret Moore
Cody,Nolen,cody.nolen@sakilacustomer.org,São Bernardo Do Campo,11401,2005-08-02 19:05:06,2005-08-09 22:34:06,14630,3.99,7,Cody Nolen
Ian,Still,ian.still@sakilacustomer.org,Garland,11402,2005-08-02 19:07:21,2005-08-07 20:59:21,15042,2.99,5,Ian Still
Sergio,Stanfield,sergio.stanfield@sakilacustomer.org,Celaya,11403,2005-08-02 19:10:21,2005-08-04 00:44:21,15728,4.99,2,Sergio Stanfield
Mildred,Bailey,mildred.bailey@sakilacustomer.org,Jaipur,11404,2005-08-02 19:12:40,2005-08-11 22:38:40,1662,8.99,9,Mildred Bailey
Dorothy,Taylor,dorothy.taylor@sakilacustomer.org,Esfahan,11405,2005-08-02 19:13:39,2005-08-07 19:19:39,273,0.99,5,Dorothy Taylor
Adrian,Clary,adrian.clary@sakilacustomer.org,Udine,11406,2005-08-02 19:16:10,2005-08-04 20:51:10,14131,2.99,2,Adrian Clary
Duane,Tubbs,duane.tubbs@sakilacustomer.org,Yangor,11407,2005-08-02 19:18:43,2005-08-08 16:15:43,13826,3.99,6,Duane Tubbs
Louise,Jenkins,louise.jenkins@sakilacustomer.org,Springs,11408,2005-08-02 19:25:13,2005-08-06 17:12:13,2260,0.99,4,Louise Jenkins
Jeff,East,jeff.east@sakilacustomer.org,San Felipe De Puerto Plata,11409,2005-08-02 19:26:51,2005-08-07 19:55:51,11313,1.99,5,Jeff East
Terrance,Roush,terrance.roush@sakilacustomer.org,Székesfehérvár,11410,2005-08-02 19:29:01,2005-08-11 16:50:01,15866,8.99,9,Terrance Roush
Debbie,Reyes,debbie.reyes@sakilacustomer.org,Fukuyama,11411,2005-08-02 19:29:47,2005-08-09 16:27:47,3817,2.99,7,Debbie Reyes
Debbie,Reyes,debbie.reyes@sakilacustomer.org,Fukuyama,11412,2005-08-02 19:32:51,2005-08-11 22:16:51,3818,5.99,9,Debbie Reyes
Sherri,Rhodes,sherri.rhodes@sakilacustomer.org,Ahmadnagar,11413,2005-08-02 19:35:19,2005-08-05 21:33:19,8069,0.99,3,Sherri Rhodes
Jonathan,Scarborough,jonathan.scarborough@sakilacustomer.org,Pachuca De Soto,11414,2005-08-02 19:43:07,2005-08-07 15:22:07,9543,4.99,5,Jonathan Scarborough
Sidney,Burleson,sidney.burleson@sakilacustomer.org,Czestochowa,11415,2005-08-02 19:43:38,2005-08-10 15:13:38,15330,2.99,8,Sidney Burleson
Jean,Bell,jean.bell@sakilacustomer.org,Kuching,11416,2005-08-02 19:44:04,2005-08-11 15:30:04,1610,6.99,9,Jean Bell
Randall,Neumann,randall.neumann@sakilacustomer.org,La Romana,11417,2005-08-02 19:44:46,2005-08-11 21:43:46,11790,3.99,9,Randall Neumann
Lois,Butler,lois.butler@sakilacustomer.org,Bandar Seri Begawan,11418,2005-08-02 19:45:33,2005-08-06 17:40:33,2493,0.99,4,Lois Butler
Marcus,Hidalgo,marcus.hidalgo@sakilacustomer.org,Tartu,11419,2005-08-02 19:46:38,2005-08-11 14:49:38,11988,6.99,9,Marcus Hidalgo
Veronica,Stone,veronica.stone@sakilacustomer.org,Greensboro,11420,2005-08-02 19:47:56,2005-08-05 21:48:56,4314,2.99,3,Veronica Stone
Jorge,Olivares,jorge.olivares@sakilacustomer.org,Lhokseumawe,11421,2005-08-02 19:51:53,2005-08-12 00:50:53,12803,7.99,10,Jorge Olivares
Theresa,Watson,theresa.watson@sakilacustomer.org,Taguig,11422,2005-08-02 19:52:08,2005-08-11 18:40:08,1956,5.99,9,Theresa Watson
Heidi,Larson,heidi.larson@sakilacustomer.org,Xi´Angfan,11423,2005-08-02 19:57:13,2005-08-06 00:54:13,6524,1.99,4,Heidi Larson
Sara,Perry,sara.perry@sakilacustomer.org,Atlixco,11424,2005-08-02 19:57:42,2005-08-10 16:57:42,2293,3.99,8,Sara Perry
Chad,Carbone,chad.carbone@sakilacustomer.org,Katihar,11425,2005-08-02 19:58:48,2005-08-03 19:30:48,11344,2.99,1,Chad Carbone
Sidney,Burleson,sidney.burleson@sakilacustomer.org,Czestochowa,11426,2005-08-02 20:00:09,2005-08-09 01:30:09,15331,4.99,7,Sidney Burleson
Mike,Way,mike.way@sakilacustomer.org,Valparai,11427,2005-08-02 20:02:39,2005-08-04 22:26:39,10901,2.99,2,Mike Way
Jose,Andrew,jose.andrew@sakilacustomer.org,Kingstown,11428,2005-08-02 20:03:10,2005-08-04 01:55:10,8823,2.99,2,Jose Andrew
Roger,Quintanilla,roger.quintanilla@sakilacustomer.org,Hsichuh,11429,2005-08-02 20:03:52,2005-08-10 16:38:52,9422,7.99,8,Roger Quintanilla
Eva,Ramos,eva.ramos@sakilacustomer.org,Clarksville,11430,2005-08-02 20:04:36,2005-08-08 19:43:36,3793,3.99,6,Eva Ramos
Penny,Neal,penny.neal@sakilacustomer.org,Kumbakonam,11431,2005-08-02 20:05:16,2005-08-04 00:05:16,7342,2.99,2,Penny Neal
Tyrone,Asher,tyrone.asher@sakilacustomer.org,Ruse,11432,2005-08-02 20:10:01,2005-08-07 01:28:01,14546,6.99,5,Tyrone Asher
Gabriel,Harder,gabriel.harder@sakilacustomer.org,Sivas,11433,2005-08-02 20:13:10,2005-08-11 21:35:10,13956,3.99,9,Gabriel Harder
Clarence,Gamez,clarence.gamez@sakilacustomer.org,Izumisano,11434,2005-08-02 20:13:14,2005-08-05 15:01:14,10612,2.99,3,Clarence Gamez
Brett,Cornwell,brett.cornwell@sakilacustomer.org,Siliguri (Shiliguri),11435,2005-08-02 20:14:23,2005-08-05 20:40:23,13538,0.99,3,Brett Cornwell
Connie,Wallace,connie.wallace@sakilacustomer.org,Ivanovo,11436,2005-08-02 20:16:06,2005-08-05 20:40:06,2867,0.99,3,Connie Wallace
Arlene,Harvey,arlene.harvey@sakilacustomer.org,Ambattur,11437,2005-08-02 20:20:06,2005-08-05 22:17:06,6087,4.99,3,Arlene Harvey
Steve,Mackenzie,steve.mackenzie@sakilacustomer.org,Probolinggo,11438,2005-08-02 20:21:08,2005-08-10 22:12:08,10076,3.99,8,Steve Mackenzie
Carol,Garcia,carol.garcia@sakilacustomer.org,Kaduna,11439,2005-08-02 20:22:45,2005-08-04 18:30:45,487,4.99,2,Carol Garcia
Charles,Kowalski,charles.kowalski@sakilacustomer.org,Sungai Petani,11440,2005-08-02 20:24:02,2005-08-07 16:42:02,8315,0.99,5,Charles Kowalski
Alan,Kahn,alan.kahn@sakilacustomer.org,Emeishan,11441,2005-08-02 20:25:41,2005-08-05 00:05:41,10547,2.99,3,Alan Kahn
Lucy,Wheeler,lucy.wheeler@sakilacustomer.org,Balurghat,11442,2005-08-02 20:26:19,2005-08-07 00:33:19,5651,2.99,5,Lucy Wheeler
Virgil,Wofford,virgil.wofford@sakilacustomer.org,José Azueta,11443,2005-08-02 20:29:30,2005-08-07 01:08:30,15580,2.99,5,Virgil Wofford
Cynthia,Young,cynthia.young@sakilacustomer.org,Munger (Monghyr),11444,2005-08-02 20:32:55,2005-08-08 23:21:55,772,2.99,6,Cynthia Young
Tracy,Cole,tracy.cole@sakilacustomer.org,Huixquilucan,11445,2005-08-02 20:33:35,2005-08-08 16:02:35,2924,6.99,6,Tracy Cole
Harold,Martino,harold.martino@sakilacustomer.org,Boa Vista,11446,2005-08-02 20:33:37,2005-08-03 18:22:37,9255,0.99,1,Harold Martino
Milton,Howland,milton.howland@sakilacustomer.org,Vijayawada,11447,2005-08-02 20:36:25,2005-08-07 18:52:25,13705,6.99,5,Milton Howland
Tyler,Wren,tyler.wren@sakilacustomer.org,Rizhao,11448,2005-08-02 20:44:33,2005-08-05 22:58:33,13368,4.99,3,Tyler Wren
Francisco,Skidmore,francisco.skidmore@sakilacustomer.org,São Leopoldo,11449,2005-08-02 20:44:43,2005-08-07 23:47:43,11960,4.99,5,Francisco Skidmore
Kristin,Johnston,kristin.johnston@sakilacustomer.org,Sunnyvale,11450,2005-08-02 20:45:54,2005-08-08 17:17:54,5819,2.99,6,Kristin Johnston
Andre,Rapp,andre.rapp@sakilacustomer.org,Coquimbo,11451,2005-08-02 20:45:56,2005-08-06 21:42:56,13877,3.99,4,Andre Rapp
Virginia,Green,virginia.green@sakilacustomer.org,Toulouse,11452,2005-08-02 20:59:52,2005-08-12 01:16:52,977,7.99,10,Virginia Green
Sara,Perry,sara.perry@sakilacustomer.org,Atlixco,11453,2005-08-02 21:00:05,2005-08-08 22:03:05,2294,7.99,6,Sara Perry
Beth,Franklin,beth.franklin@sakilacustomer.org,Haiphong,11454,2005-08-02 21:04:39,2005-08-05 19:03:39,5412,2.99,3,Beth Franklin
Gene,Sanborn,gene.sanborn@sakilacustomer.org,Salala,11455,2005-08-02 21:07:06,2005-08-12 01:21:06,13430,6.99,10,Gene Sanborn
Jason,Morrissey,jason.morrissey@sakilacustomer.org,Bahía Blanca,11456,2005-08-02 21:14:04,2005-08-07 19:49:04,8717,0.99,5,Jason Morrissey
Carlos,Coughlin,carlos.coughlin@sakilacustomer.org,Bhavnagar,11457,2005-08-02 21:14:16,2005-08-10 02:39:16,10259,3.99,8,Carlos Coughlin
Isaac,Oglesby,isaac.oglesby@sakilacustomer.org,Cuernavaca,11458,2005-08-02 21:24:02,2005-08-04 01:32:02,15414,4.99,2,Isaac Oglesby
Sean,Douglass,sean.douglass@sakilacustomer.org,Addis Abeba,11459,2005-08-02 21:25:25,2005-08-04 19:57:25,10631,0.99,2,Sean Douglass
Mike,Way,mike.way@sakilacustomer.org,Valparai,11460,2005-08-02 21:28:03,2005-08-08 18:24:03,10902,0.99,6,Mike Way
Rose,Howard,rose.howard@sakilacustomer.org,Cayenne,11461,2005-08-02 21:35:00,2005-08-05 01:34:00,1782,4.99,3,Rose Howard
Nina,Soto,nina.soto@sakilacustomer.org,Palghat (Palakkad),11462,2005-08-02 21:36:46,2005-08-10 01:48:46,7265,7.99,8,Nina Soto
Hazel,Warren,hazel.warren@sakilacustomer.org,Hohhot,11463,2005-08-02 21:37:36,2005-08-08 03:11:36,3745,0.99,6,Hazel Warren
Clifton,Malcolm,clifton.malcolm@sakilacustomer.org,Tanshui,11464,2005-08-02 21:42:07,2005-08-03 21:44:07,15477,0.99,1,Clifton Malcolm
Clifford,Bowens,clifford.bowens@sakilacustomer.org,Nabereznyje Tšelny,11465,2005-08-02 21:43:52,2005-08-10 22:24:52,12076,5.99,8,Clifford Bowens
Armando,Gruber,armando.gruber@sakilacustomer.org,Southport,11466,2005-08-02 21:46:46,2005-08-06 01:42:46,14906,1.99,4,Armando Gruber
Edith,Mcdonald,edith.mcdonald@sakilacustomer.org,Gandhinagar,11467,2005-08-02 21:47:07,2005-08-09 00:50:07,3159,3.99,7,Edith Mcdonald
Marvin,Yee,marvin.yee@sakilacustomer.org,Berhampore (Baharampur),11468,2005-08-02 21:47:26,2005-08-05 02:30:26,11182,0.99,3,Marvin Yee
Jane,Bennett,jane.bennett@sakilacustomer.org,Araçatuba,11469,2005-08-02 21:48:09,2005-08-06 18:37:09,2106,2.99,4,Jane Bennett
Arthur,Simpkins,arthur.simpkins@sakilacustomer.org,Maikop,11470,2005-08-02 21:48:28,2005-08-05 23:58:28,9361,2.99,3,Arthur Simpkins
Terry,Grissom,terry.grissom@sakilacustomer.org,Matsue,11471,2005-08-02 21:49:03,2005-08-08 00:17:03,9602,0.99,6,Terry Grissom
Curtis,Irby,curtis.irby@sakilacustomer.org,Richmond Hill,11472,2005-08-02 21:49:06,2005-08-11 20:17:06,11109,6.99,9,Curtis Irby
Fernando,Churchill,fernando.churchill@sakilacustomer.org,Tonghae,11473,2005-08-02 21:52:03,2005-08-09 02:01:03,14445,6.99,7,Fernando Churchill
Kristin,Johnston,kristin.johnston@sakilacustomer.org,Sunnyvale,11474,2005-08-02 21:53:08,2005-08-05 22:36:08,5820,4.99,3,Kristin Johnston
Kristen,Chavez,kristen.chavez@sakilacustomer.org,Hino,11475,2005-08-02 21:55:09,2005-08-09 20:28:09,5256,5.99,7,Kristen Chavez
Clara,Shaw,clara.shaw@sakilacustomer.org,Molodetšno,11476,2005-08-02 22:03:47,2005-08-09 02:19:47,3910,6.99,7,Clara Shaw
Frances,Parker,frances.parker@sakilacustomer.org,Juazeiro Do Norte,11477,2005-08-02 22:09:01,2005-08-07 03:46:01,1307,5.99,5,Frances Parker
Sue,Peters,sue.peters@sakilacustomer.org,Changzhou,11478,2005-08-02 22:09:05,2005-08-04 18:02:05,5347,2.99,2,Sue Peters
Tanya,Gilbert,tanya.gilbert@sakilacustomer.org,Naju,11479,2005-08-02 22:18:13,2005-08-12 00:43:13,6409,11.99,10,Tanya Gilbert
Betty,White,betty.white@sakilacustomer.org,Citrus Heights,11480,2005-08-02 22:18:24,2005-08-04 21:22:24,378,4.99,2,Betty White
Claudia,Fuller,claudia.fuller@sakilacustomer.org,Jalib Al-Shuyukh,11481,2005-08-02 22:18:41,2005-08-09 23:43:41,6310,3.99,7,Claudia Fuller
Emma,Boyd,emma.boyd@sakilacustomer.org,Qalyub,11482,2005-08-02 22:24:31,2005-08-04 01:48:31,3630,4.99,2,Emma Boyd
Janet,Phillips,janet.phillips@sakilacustomer.org,Antofagasta,11483,2005-08-02 22:28:22,2005-08-11 18:06:22,1248,2.99,9,Janet Phillips
Lorraine,Stephens,lorraine.stephens@sakilacustomer.org,Hami,11484,2005-08-02 22:28:23,2005-08-04 20:51:23,4483,2.99,2,Lorraine Stephens
Jose,Andrew,jose.andrew@sakilacustomer.org,Kingstown,11485,2005-08-02 22:33:25,2005-08-04 23:26:25,8824,4.99,2,Jose Andrew
Marcia,Dean,marcia.dean@sakilacustomer.org,Tanza,11486,2005-08-02 22:34:06,2005-08-09 00:46:06,6376,3.99,7,Marcia Dean
Minnie,Romero,minnie.romero@sakilacustomer.org,Ciomas,11487,2005-08-02 22:35:05,2005-08-08 00:54:05,6465,2.99,6,Minnie Romero
Janet,Phillips,janet.phillips@sakilacustomer.org,Antofagasta,11488,2005-08-02 22:35:15,2005-08-09 00:28:15,1249,3.99,7,Janet Phillips
Dustin,Gillette,dustin.gillette@sakilacustomer.org,Emmen,11489,2005-08-02 22:35:28,2005-08-04 00:29:28,12828,2.99,2,Dustin Gillette
Bertha,Ferguson,bertha.ferguson@sakilacustomer.org,Ondo,11490,2005-08-02 22:36:00,2005-08-09 16:36:00,4252,2.99,7,Bertha Ferguson
Joseph,Joy,joseph.joy@sakilacustomer.org,Angra Dos Reis,11491,2005-08-02 22:44:50,2005-08-11 01:55:50,8351,7.99,9,Joseph Joy
Joe,Gilliland,joe.gilliland@sakilacustomer.org,Imus,11492,2005-08-02 22:46:47,2005-08-09 19:54:47,9453,8.99,7,Joe Gilliland
Sheila,Wells,sheila.wells@sakilacustomer.org,Kütahya,11493,2005-08-02 22:47:00,2005-08-10 20:53:00,3349,5.99,8,Sheila Wells
Daryl,Larue,daryl.larue@sakilacustomer.org,Mosul,11494,2005-08-02 22:51:23,2005-08-09 01:52:23,15524,3.99,7,Daryl Larue
Stella,Moreno,stella.moreno@sakilacustomer.org,Coacalco De Berriozábal,11495,2005-08-16 22:51:20,2005-08-23 00:44:20,6692,0.99,7,Stella Moreno
Nancy,Thomas,nancy.thomas@sakilacustomer.org,Yamuna Nagar,11497,2005-08-16 22:52:30,2005-08-21 19:52:30,325,0.99,5,Nancy Thomas
Maurice,Crawley,maurice.crawley@sakilacustomer.org,Coatzacoalcos,11498,2005-08-16 22:52:54,2005-08-25 03:27:54,13027,6.99,9,Maurice Crawley
Bernice,Willis,bernice.willis@sakilacustomer.org,Batman,11499,2005-08-16 22:54:12,2005-08-24 03:37:12,4678,6.99,8,Bernice Willis
Salvador,Teel,salvador.teel@sakilacustomer.org,Banjul,11500,2005-08-16 23:01:22,2005-08-24 22:54:22,15656,6.99,8,Salvador Teel
Sarah,Lewis,sarah.lewis@sakilacustomer.org,Liepaja,11501,2005-08-16 23:04:53,2005-08-19 20:57:53,623,2.99,3,Sarah Lewis
Lisa,Anderson,lisa.anderson@sakilacustomer.org,Sagamihara,11502,2005-08-16 23:06:30,2005-08-19 03:49:30,296,0.99,3,Lisa Anderson
Karl,Seal,karl.seal@sakilacustomer.org,Cape Coral,11503,2005-08-16 23:10:34,2005-08-25 03:55:34,14169,10.99,9,Karl Seal
Juan,Fraley,juan.fraley@sakilacustomer.org,Tšeboksary,11504,2005-08-16 23:16:46,2005-08-18 20:49:46,9477,0.99,2,Juan Fraley
Rebecca,Scott,rebecca.scott@sakilacustomer.org,Kurashiki,11505,2005-08-16 23:18:47,2005-08-23 19:52:47,943,2.99,7,Rebecca Scott
Jaime,Nettles,jaime.nettles@sakilacustomer.org,Huánuco,11506,2005-08-16 23:25:48,2005-08-22 18:17:48,15146,4.99,6,Jaime Nettles
Marcia,Dean,marcia.dean@sakilacustomer.org,Tanza,11507,2005-08-16 23:26:43,2005-08-24 22:48:43,6377,5.99,8,Marcia Dean
Ruth,Martinez,ruth.martinez@sakilacustomer.org,Kimberley,11508,2005-08-16 23:27:36,2005-08-25 01:34:36,505,8.99,9,Ruth Martinez
Priscilla,Lowe,priscilla.lowe@sakilacustomer.org,Salamanca,11509,2005-08-16 23:29:53,2005-08-19 02:09:53,7393,4.99,3,Priscilla Lowe
Bryan,Hardison,bryan.hardison@sakilacustomer.org,Dallas,11510,2005-08-16 23:30:07,2005-08-25 17:35:07,10826,6.99,9,Bryan Hardison
Jimmy,Schrader,jimmy.schrader@sakilacustomer.org,Atšinsk,11511,2005-08-16 23:39:59,2005-08-18 18:04:59,10759,4.99,2,Jimmy Schrader
Louis,Leone,louis.leone@sakilacustomer.org,Tanauan,11512,2005-08-16 23:51:06,2005-08-26 02:06:06,10110,7.99,10,Louis Leone
Marc,Outlaw,marc.outlaw@sakilacustomer.org,Brindisi,11513,2005-08-16 23:51:33,2005-08-24 01:37:33,13451,7.99,8,Marc Outlaw
Alfred,Casillas,alfred.casillas@sakilacustomer.org,Sawhaj,11514,2005-08-16 23:53:10,2005-08-23 22:04:10,11444,4.99,7,Alfred Casillas
Dianne,Shelton,dianne.shelton@sakilacustomer.org,Tabriz,11515,2005-08-16 23:54:34,2005-08-21 19:00:34,7570,2.99,5,Dianne Shelton
Ruby,Washington,ruby.washington@sakilacustomer.org,Meixian,11516,2005-08-16 23:54:47,2005-08-17 20:05:47,2460,0.99,1,Ruby Washington
Tracey,Barrett,tracey.barrett@sakilacustomer.org,Owo,11517,2005-08-16 23:56:28,2005-08-21 22:40:28,7601,2.99,5,Tracey Barrett
Dale,Ratcliff,dale.ratcliff@sakilacustomer.org,Rustenburg,11518,2005-08-16 23:59:49,2005-08-17 22:51:49,11023,4.99,1,Dale Ratcliff
Bobby,Boudreau,bobby.boudreau@sakilacustomer.org,South Hill,11519,2005-08-17 00:01:27,2005-08-19 04:54:27,10331,2.99,2,Bobby Boudreau
Sherry,Marshall,sherry.marshall@sakilacustomer.org,Shubra Al-Khayma,11520,2005-08-17 00:04:28,2005-08-26 02:03:28,3208,5.99,9,Sherry Marshall
Tamara,Nguyen,tamara.nguyen@sakilacustomer.org,Anápolis,11521,2005-08-17 00:04:54,2005-08-21 00:57:54,6178,4.99,4,Tamara Nguyen
Austin,Cintron,austin.cintron@sakilacustomer.org,Tieli,11522,2005-08-17 00:05:05,2005-08-24 04:56:05,16043,3.99,7,Austin Cintron
Lee,Hawks,lee.hawks@sakilacustomer.org,Pudukkottai,11523,2005-08-17 00:10:10,2005-08-24 22:39:10,11391,3.99,7,Lee Hawks
Jessie,Milam,jessie.milam@sakilacustomer.org,Binzhou,11524,2005-08-17 00:10:55,2005-08-23 05:30:55,14363,7.99,6,Jessie Milam
Yvonne,Watkins,yvonne.watkins@sakilacustomer.org,Ocumare Del Tuy,11525,2005-08-17 00:15:31,2005-08-20 21:14:31,4734,0.99,3,Yvonne Watkins
Sidney,Burleson,sidney.burleson@sakilacustomer.org,Czestochowa,11526,2005-08-17 00:17:38,2005-08-18 03:59:38,15332,4.99,1,Sidney Burleson
Gwendolyn,May,gwendolyn.may@sakilacustomer.org,Higashiosaka,11527,2005-08-17 00:25:06,2005-08-22 21:13:06,7144,3.99,5,Gwendolyn May
Betty,White,betty.white@sakilacustomer.org,Citrus Heights,11528,2005-08-17 00:27:23,2005-08-22 06:12:23,379,3.99,5,Betty White
Barbara,Jones,barbara.jones@sakilacustomer.org,Myingyan,11529,2005-08-17 00:28:01,2005-08-19 04:47:01,99,4.99,2,Barbara Jones
Bryan,Hardison,bryan.hardison@sakilacustomer.org,Dallas,11530,2005-08-17 00:29:00,2005-08-22 03:22:00,10827,2.99,5,Bryan Hardison
Billie,Horton,billie.horton@sakilacustomer.org,Inegöl,11531,2005-08-17 00:30:04,2005-08-20 01:12:04,7545,0.99,3,Billie Horton
Marvin,Yee,marvin.yee@sakilacustomer.org,Berhampore (Baharampur),11532,2005-08-17 00:34:14,2005-08-22 19:37:14,11183,0.99,5,Marvin Yee
Gwendolyn,May,gwendolyn.may@sakilacustomer.org,Higashiosaka,11533,2005-08-17 00:34:53,2005-08-22 06:10:53,7145,0.99,5,Gwendolyn May
Clara,Shaw,clara.shaw@sakilacustomer.org,Molodetšno,11534,2005-08-17 00:35:27,2005-08-24 01:36:27,3911,7.99,7,Clara Shaw
Gerald,Fultz,gerald.fultz@sakilacustomer.org,Satna,11535,2005-08-17 00:39:54,2005-08-24 20:46:54,9626,3.99,7,Gerald Fultz
Herbert,Kruger,herbert.kruger@sakilacustomer.org,Syktyvkar,11536,2005-08-17 00:40:03,2005-08-21 19:11:03,11576,0.99,4,Herbert Kruger
Dustin,Gillette,dustin.gillette@sakilacustomer.org,Emmen,11537,2005-08-17 00:41:08,2005-08-19 00:25:08,12829,2.99,2,Dustin Gillette
Joel,Francisco,joel.francisco@sakilacustomer.org,Sucre,11538,2005-08-17 00:44:04,2005-08-18 03:43:04,11636,2.99,1,Joel Francisco
Gwendolyn,May,gwendolyn.may@sakilacustomer.org,Higashiosaka,11539,2005-08-17 00:45:41,2005-08-19 06:03:41,7146,2.99,2,Gwendolyn May
Wayne,Truong,wayne.truong@sakilacustomer.org,Gulbarga,11540,2005-08-17 00:48:03,2005-08-25 03:46:03,10010,1.99,8,Wayne Truong
Maria,Miller,maria.miller@sakilacustomer.org,Kragujevac,11542,2005-08-17 00:51:32,2005-08-24 20:29:32,200,7.99,7,Maria Miller
Nellie,Garrett,nellie.garrett@sakilacustomer.org,Shimoga,11543,2005-08-17 00:54:28,2005-08-25 04:31:28,6434,5.99,8,Nellie Garrett
Alexander,Fennell,alexander.fennell@sakilacustomer.org,Bergamo,11544,2005-08-17 00:55:07,2005-08-22 19:25:07,11853,5.99,5,Alexander Fennell
Marsha,Douglas,marsha.douglas@sakilacustomer.org,Beira,11545,2005-08-17 00:56:06,2005-08-25 22:47:06,6944,6.99,8,Marsha Douglas
Kimberly,Lee,kimberly.lee@sakilacustomer.org,Córdoba,11546,2005-08-17 00:57:36,2005-08-18 23:16:36,649,2.99,1,Kimberly Lee
Grace,Ellis,grace.ellis@sakilacustomer.org,Duisburg,11547,2005-08-17 00:59:24,2005-08-20 04:03:24,3080,4.99,3,Grace Ellis
Matthew,Mahan,matthew.mahan@sakilacustomer.org,Cuautla,11548,2005-08-17 00:59:47,2005-08-22 05:09:47,8746,0.99,5,Matthew Mahan
Luis,Yanez,luis.yanez@sakilacustomer.org,Brest,11549,2005-08-17 01:01:48,2005-08-19 21:24:48,10873,4.99,2,Luis Yanez
Walter,Perryman,walter.perryman@sakilacustomer.org,Xinxiang,11550,2005-08-17 01:02:06,2005-08-22 21:44:06,9175,2.99,5,Walter Perryman
Regina,Berry,regina.berry@sakilacustomer.org,Jinchang,11551,2005-08-17 01:03:49,2005-08-18 22:31:49,4569,0.99,1,Regina Berry
Joy,George,joy.george@sakilacustomer.org,Botosani,11552,2005-08-17 01:04:29,2005-08-23 23:07:29,6211,5.99,6,Joy George
Ralph,Madrigal,ralph.madrigal@sakilacustomer.org,Arecibo,11553,2005-08-17 01:04:31,2005-08-24 00:44:31,9734,4.99,7,Ralph Madrigal
Leon,Bostic,leon.bostic@sakilacustomer.org,Florencia,11554,2005-08-17 01:05:17,2005-08-20 06:20:17,12430,2.99,3,Leon Bostic
Steve,Mackenzie,steve.mackenzie@sakilacustomer.org,Probolinggo,11555,2005-08-17 01:08:59,2005-08-18 06:09:59,10077,4.99,1,Steve Mackenzie
Margaret,Moore,margaret.moore@sakilacustomer.org,Masqat,11556,2005-08-17 01:11:53,2005-08-18 23:41:53,248,0.99,1,Margaret Moore
